ISO_1	LangName_1	ISO_2	LangName_2	Similarity	Robustness
epo	Esperanto	mdf	Moksha	0.795	Medium
epo	Esperanto	mel	Central Melanau	0.211	Low
epo	Esperanto	mhn	Mócheno	0.617	Low
epo	Esperanto	mhr	Eastern Mari	1.099	Medium
epo	Esperanto	min	Minangkabau	0.246	Low
epo	Esperanto	mkd	Macedonian	3.193	High
epo	Esperanto	mlt	Maltese	3.526	Medium
epo	Esperanto	mni	Manipuri	0.576	High
epo	Esperanto	mnk	Mandinka	0.146	Low
epo	Esperanto	mon	Mongolian	0.547	High
epo	Esperanto	mri	Maori	0.269	Medium
epo	Esperanto	msa	Malay	1.328	High
epo	Esperanto	mvi	Miyako	0.103	Low
epo	Esperanto	mwl	Mirandese	2.361	Low
epo	Esperanto	mya	Burmese	0.393	Medium
epo	Esperanto	myv	Erzya	0.697	Medium
epo	Esperanto	mzn	Mazanderani	0.140	Low
epo	Esperanto	nap	Neapolitan	3.299	Medium
epo	Esperanto	naq	Khoekhoe	0.249	Low
epo	Esperanto	nau	Nauru	0.195	Low
epo	Esperanto	nav	Navajo	0.151	High
epo	Esperanto	nds	Low German	0.906	Medium
epo	Esperanto	nep	Nepali	1.097	High
epo	Esperanto	nld	Dutch	4.280	High
epo	Esperanto	nmn	?Xóõ	0.073	Low
epo	Esperanto	nno	Norwegian Nynorsk	3.881	High
epo	Esperanto	nob	Norwegian Bokmål	3.847	High
epo	Esperanto	nog	Nogai	0.222	Medium
epo	Esperanto	nso	Pedi	0.432	High
epo	Esperanto	nya	Nyanja	0.070	Medium
epo	Esperanto	oci	Occitan	6.726	High
epo	Esperanto	ori	Oriya	1.231	High
epo	Esperanto	oss	Ossetian	0.895	Medium
epo	Esperanto	pag	Pangasinan	0.313	Low
epo	Esperanto	pam	Pampanga	0.321	Low
epo	Esperanto	pan	Panjabi	1.046	High
epo	Esperanto	pap	Papiamento	4.378	Medium
epo	Esperanto	pdc	Pennsylvania German	0.362	Low
epo	Esperanto	pih	Pitcairn-Norfolk	0.485	Low
epo	Esperanto	pjt	Pitjantjatjara	0.124	Medium
epo	Esperanto	pli	Pali	0.130	Low
epo	Esperanto	pms	Piemontese	1.905	Medium
epo	Esperanto	pnb	Western Panjabi	0.204	Low
epo	Esperanto	pol	Polish	2.540	High
epo	Esperanto	por	Portuguese	7.275	High
epo	Esperanto	prg	Prussian	0.581	Low
epo	Esperanto	rgn	Romagnol	0.840	Low
epo	Esperanto	rhg	Rohingya	0.374	Medium
epo	Esperanto	roh	Romansh	4.887	Medium
epo	Esperanto	ron	Romanian	4.627	High
epo	Esperanto	rue	Rusyn	0.485	Low
epo	Esperanto	rup	Macedo-Romanian	3.291	Medium
epo	Esperanto	rus	Russian	2.668	High
epo	Esperanto	sah	Yakut	0.833	Medium
epo	Esperanto	san	Sanskrit	0.402	High
epo	Esperanto	sat	Santali	0.159	Low
epo	Esperanto	scn	Sicilian	4.786	Medium
epo	Esperanto	sco	Scots	1.692	Medium
epo	Esperanto	sdc	Sassarese Sardinian	1.316	Medium
epo	Esperanto	sdn	Gallurese Sardinian	1.015	Low
epo	Esperanto	sei	Seri	0.098	Low
epo	Esperanto	sgs	Samogitian	1.400	Low
epo	Esperanto	sin	Sinhala	0.519	Medium
epo	Esperanto	slk	Slovak	2.546	High
epo	Esperanto	slv	Slovenian	3.030	High
epo	Esperanto	sme	Northern Sami	0.723	Medium
epo	Esperanto	smn	Inari Sami	0.254	Low
epo	Esperanto	sms	Skolt Sami	0.556	Medium
epo	Esperanto	snd	Sindhi	0.258	Low
epo	Esperanto	som	Somali	0.337	Low
epo	Esperanto	sot	Southern Sotho	1.536	Medium
epo	Esperanto	spa	Spanish	5.421	High
epo	Esperanto	sqi	Albanian	3.950	High
epo	Esperanto	src	Logudorese Sardinian	1.155	Medium
epo	Esperanto	srn	Sranan Tongo	0.576	Low
epo	Esperanto	sro	Campidanese Sardinian	1.885	Medium
epo	Esperanto	ssw	Swati	0.264	Low
epo	Esperanto	stq	Saterfriesisch	1.338	Low
epo	Esperanto	sun	Sundanese	0.934	Low
epo	Esperanto	swe	Swedish	3.988	High
epo	Esperanto	szl	Silesian	0.390	Low
epo	Esperanto	tah	Tahitian	0.186	Low
epo	Esperanto	tam	Tamil	0.356	High
epo	Esperanto	tat	Tatar	0.738	Medium
epo	Esperanto	tel	Telugu	0.482	High
epo	Esperanto	tet	Tetum	0.709	Low
epo	Esperanto	tgk	Tajik	1.187	Medium
epo	Esperanto	tgl	Tagalog	2.457	Medium
epo	Esperanto	tha	Thai	0.447	High
epo	Esperanto	tir	Tigrinya	0.151	Medium
epo	Esperanto	tly	Talysh	0.214	Medium
epo	Esperanto	ton	Tonga	0.133	Low
epo	Esperanto	tpi	Tok Pisin	1.095	Medium
epo	Esperanto	tsn	Tswana	0.525	High
epo	Esperanto	tuk	Turkmen	1.649	Medium
epo	Esperanto	tur	Turkish	2.417	High
epo	Esperanto	twf	Northern Tiwa	0.101	Low
epo	Esperanto	tyv	Tuvinian	0.433	Medium
epo	Esperanto	tzm	Central Atlas Tamazight	0.100	Low
epo	Esperanto	udi	Udi	0.097	Low
epo	Esperanto	udm	Udmurt	0.249	Low
epo	Esperanto	uig	Uighur	0.222	Medium
epo	Esperanto	ukr	Ukrainian	2.610	High
epo	Esperanto	urd	Urdu	0.789	High
epo	Esperanto	vec	Venetian	2.091	Medium
epo	Esperanto	ven	Venda	0.064	Medium
epo	Esperanto	vep	Veps	0.594	Low
epo	Esperanto	vie	Vietnamese	0.473	High
epo	Esperanto	vls	Vlaams	0.974	Low
epo	Esperanto	vot	Votic	0.174	Medium
epo	Esperanto	vro	Võro	0.742	Low
epo	Esperanto	war	Waray	0.783	Low
epo	Esperanto	wln	Walloon	2.119	Medium
epo	Esperanto	wol	Wolof	0.204	Low
epo	Esperanto	wym	Wymysorys	0.675	Low
epo	Esperanto	xal	Kalmyk	0.299	Low
epo	Esperanto	xho	Xhosa	0.358	High
epo	Esperanto	xmf	Mingrelian	0.397	Low
epo	Esperanto	yor	Yoruba	0.305	Medium
epo	Esperanto	zho	Chinese	0.010	High
epo	Esperanto	zsm	Standard Malay	1.335	High
epo	Esperanto	zul	Zulu	0.379	High
esh	Eshtehardi	fra	French	0.043	Low
esh	Eshtehardi	fur	Friulian	0.242	Low
esh	Eshtehardi	glg	Galician	0.068	Low
esh	Eshtehardi	guj	Gujarati	0.108	Low
esh	Eshtehardi	heb	Hebrew	0.089	Low
esh	Eshtehardi	hin	Hindi	0.153	Low
esh	Eshtehardi	ita	Italian	0.055	Low
esh	Eshtehardi	kan	Kannada	0.110	Low
esh	Eshtehardi	kaz	Kazakh	0.194	Low
esh	Eshtehardi	kin	Kinyarwanda	0.391	Low
esh	Eshtehardi	kok	Konkani	0.153	Low
esh	Eshtehardi	lat	Latin	0.092	Low
esh	Eshtehardi	lin	Lingala	0.634	Low
esh	Eshtehardi	lld	Ladin	1.705	Low
esh	Eshtehardi	mar	Marathi	0.198	Low
esh	Eshtehardi	mlt	Maltese	0.176	Low
esh	Eshtehardi	mvi	Miyako	0.730	Low
esh	Eshtehardi	mwl	Mirandese	0.555	Low
esh	Eshtehardi	mzn	Mazanderani	2.116	Low
esh	Eshtehardi	nap	Neapolitan	0.588	Low
esh	Eshtehardi	nep	Nepali	0.142	Low
esh	Eshtehardi	nld	Dutch	0.047	Low
esh	Eshtehardi	nya	Nyanja	0.482	Low
esh	Eshtehardi	oci	Occitan	0.141	Low
esh	Eshtehardi	pan	Panjabi	0.074	Low
esh	Eshtehardi	pap	Papiamento	0.290	Low
esh	Eshtehardi	pms	Piemontese	0.978	Low
esh	Eshtehardi	por	Portuguese	0.100	Low
esh	Eshtehardi	roh	Romansh	0.174	Low
esh	Eshtehardi	ron	Romanian	0.047	Low
esh	Eshtehardi	san	Sanskrit	0.059	Low
esh	Eshtehardi	scn	Sicilian	0.175	Low
esh	Eshtehardi	snd	Sindhi	0.531	Low
esh	Eshtehardi	sot	Southern Sotho	0.449	Low
esh	Eshtehardi	spa	Spanish	0.045	Low
esh	Eshtehardi	sro	Campidanese Sardinian	0.372	Low
esh	Eshtehardi	ssw	Swati	0.886	Low
esh	Eshtehardi	tat	Tatar	0.377	Low
esh	Eshtehardi	tir	Tigrinya	0.282	Low
esh	Eshtehardi	tly	Talysh	4.712	Low
esh	Eshtehardi	tsn	Tswana	0.057	Low
esh	Eshtehardi	tur	Turkish	0.315	Low
esh	Eshtehardi	tzm	Central Atlas Tamazight	0.661	Low
esh	Eshtehardi	uig	Uighur	0.739	Low
esh	Eshtehardi	urd	Urdu	0.146	Low
esh	Eshtehardi	vec	Venetian	0.368	Low
esh	Eshtehardi	wln	Walloon	0.331	Low
esh	Eshtehardi	xho	Xhosa	0.093	Low
esh	Eshtehardi	zsm	Standard Malay	0.071	Low
esh	Eshtehardi	zul	Zulu	0.102	Low
esu	Central Yupik	eus	Basque	0.090	Low
esu	Central Yupik	fao	Faroese	0.254	Low
esu	Central Yupik	fin	Finnish	0.077	Low
esu	Central Yupik	fra	French	0.075	Low
esu	Central Yupik	fry	Western Frisian	0.313	Low
esu	Central Yupik	gla	Scottish Gaelic	0.176	Low
esu	Central Yupik	gle	Irish	0.182	Low
esu	Central Yupik	glg	Galician	0.107	Low
esu	Central Yupik	grc	Ancient Greek	0.364	Low
esu	Central Yupik	haw	Hawaiian	0.247	Low
esu	Central Yupik	hrv	Croatian	0.071	Low
esu	Central Yupik	hun	Hungarian	0.184	Low
esu	Central Yupik	isl	Icelandic	0.126	Low
esu	Central Yupik	ita	Italian	0.103	Low
esu	Central Yupik	jam	Jamaican Creole English	1.047	Low
esu	Central Yupik	kat	Georgian	0.191	Low
esu	Central Yupik	kbd	Kabardian	8.885	Low
esu	Central Yupik	lat	Latin	0.173	Low
esu	Central Yupik	lit	Lithuanian	0.177	Low
esu	Central Yupik	ltz	Luxembourgish	0.335	Low
esu	Central Yupik	mkd	Macedonian	0.193	Low
esu	Central Yupik	nno	Norwegian Nynorsk	0.181	Low
esu	Central Yupik	nob	Norwegian Bokmål	0.142	Low
esu	Central Yupik	oci	Occitan	0.245	Low
esu	Central Yupik	pol	Polish	0.078	Low
esu	Central Yupik	por	Portuguese	0.079	Low
esu	Central Yupik	roh	Romansh	0.301	Low
esu	Central Yupik	ron	Romanian	0.074	Low
esu	Central Yupik	rup	Macedo-Romanian	0.483	Low
esu	Central Yupik	rus	Russian	0.076	Low
esu	Central Yupik	sdc	Sassarese Sardinian	0.732	Low
esu	Central Yupik	slk	Slovak	0.091	Low
esu	Central Yupik	slv	Slovenian	0.089	Low
esu	Central Yupik	sms	Skolt Sami	0.544	Low
esu	Central Yupik	spa	Spanish	0.079	Low
esu	Central Yupik	sqi	Albanian	0.134	Low
esu	Central Yupik	src	Logudorese Sardinian	1.212	Low
esu	Central Yupik	sro	Campidanese Sardinian	1.289	Low
esu	Central Yupik	swe	Swedish	0.138	Low
esu	Central Yupik	ton	Tonga	1.104	Low
esu	Central Yupik	ukr	Ukrainian	0.161	Low
esu	Central Yupik	vie	Vietnamese	0.110	Low
esu	Central Yupik	zul	Zulu	0.161	Low
eus	Basque	evn	Evenki	0.108	Low
eus	Basque	ewe	Ewe	0.056	Low
eus	Basque	ext	Extremaduran	1.016	Low
eus	Basque	fao	Faroese	0.832	High
eus	Basque	fas	Persian	0.321	High
eus	Basque	fij	Fijian	0.078	Low
eus	Basque	fin	Finnish	1.436	High
eus	Basque	fra	French	4.634	High
eus	Basque	frp	Arpitan	0.169	Low
eus	Basque	frr	Northern Frisian	0.191	Low
eus	Basque	fry	Western Frisian	0.829	Medium
eus	Basque	fur	Friulian	1.093	Medium
eus	Basque	gag	Gagauz	0.287	Low
eus	Basque	gcf	Guadeloupean Creole French	0.337	Low
eus	Basque	gla	Scottish Gaelic	0.870	High
eus	Basque	gle	Irish	1.326	High
eus	Basque	glg	Galician	4.617	High
eus	Basque	glv	Manx	0.460	High
eus	Basque	grc	Ancient Greek	0.474	Medium
eus	Basque	gsw	Swiss German	0.429	Low
eus	Basque	guj	Gujarati	0.744	High
eus	Basque	hat	Haitian	2.246	Medium
eus	Basque	hau	Hausa	0.038	Medium
eus	Basque	haw	Hawaiian	0.108	Medium
eus	Basque	heb	Hebrew	0.422	High
eus	Basque	hil	Hiligaynon	0.702	Medium
eus	Basque	hin	Hindi	0.453	High
eus	Basque	hrv	Croatian	2.788	High
eus	Basque	hsb	Upper Sorbian	0.365	Medium
eus	Basque	hun	Hungarian	2.055	High
eus	Basque	hye	Armenian	0.693	High
eus	Basque	ilo	Iloko	0.563	Low
eus	Basque	ind	Indonesian	1.563	High
eus	Basque	isl	Icelandic	0.653	High
eus	Basque	ita	Italian	5.518	High
eus	Basque	jam	Jamaican Creole English	0.179	Low
eus	Basque	jav	Javanese	0.612	Low
eus	Basque	jpn	Japanese	1.172	High
eus	Basque	kaa	Kara-Kalpak	0.221	Low
eus	Basque	kal	Kalaallisut	0.313	Medium
eus	Basque	kan	Kannada	0.361	High
eus	Basque	kas	Kashmiri	0.596	High
eus	Basque	kat	Georgian	1.097	High
eus	Basque	kaz	Kazakh	0.813	Medium
eus	Basque	ket	Ket	0.077	Low
eus	Basque	khm	Khmer	0.273	Medium
eus	Basque	kin	Kinyarwanda	0.181	Medium
eus	Basque	kir	Kirghiz	0.654	Medium
eus	Basque	kjh	Khakas	0.146	Low
eus	Basque	kmr	Northern Kurdish	0.542	Medium
eus	Basque	koi	Komi-Permyak	0.130	Low
eus	Basque	kok	Konkani	0.841	High
eus	Basque	kor	Korean	0.454	High
eus	Basque	krc	Karachay-Balkar	0.112	Medium
eus	Basque	krl	Karelian	0.132	Low
eus	Basque	ksh	Kölsch	0.188	Medium
eus	Basque	kum	Kumyk	0.200	Medium
eus	Basque	lad	Ladino	0.187	Low
eus	Basque	lao	Lao	0.081	Medium
eus	Basque	lat	Latin	2.409	High
eus	Basque	lez	Lezghian	0.124	Low
eus	Basque	lij	Ligurian	1.034	Medium
eus	Basque	lim	Limburgan	0.654	Medium
eus	Basque	lin	Lingala	0.301	Low
eus	Basque	lit	Lithuanian	2.618	High
eus	Basque	liv	Liv	0.246	Low
eus	Basque	lmo	Lombard	0.635	Low
eus	Basque	ltg	Latgalian	0.160	Medium
eus	Basque	ltz	Luxembourgish	1.408	Medium
eus	Basque	lug	Ganda	0.060	Medium
eus	Basque	luo	Luo	0.110	Medium
eus	Basque	lzz	Laz	0.141	Low
eus	Basque	mal	Malayalam	0.414	High
eus	Basque	mar	Marathi	0.291	High
eus	Basque	mdf	Moksha	0.440	Medium
eus	Basque	mel	Central Melanau	0.164	Low
eus	Basque	mer	Meru	0.097	Low
eus	Basque	mhn	Mócheno	0.111	Low
eus	Basque	mhr	Eastern Mari	0.559	Medium
eus	Basque	mkd	Macedonian	1.883	High
eus	Basque	mlt	Maltese	2.290	Medium
eus	Basque	mni	Manipuri	0.454	High
eus	Basque	mon	Mongolian	0.466	High
eus	Basque	mri	Maori	0.220	Medium
eus	Basque	msa	Malay	1.567	High
eus	Basque	mvi	Miyako	0.104	Low
eus	Basque	mwl	Mirandese	0.851	Low
eus	Basque	mya	Burmese	0.172	Medium
eus	Basque	myv	Erzya	0.347	Medium
eus	Basque	nap	Neapolitan	0.752	Medium
eus	Basque	naq	Khoekhoe	0.219	Low
eus	Basque	nau	Nauru	0.071	Low
eus	Basque	nav	Navajo	0.109	High
eus	Basque	nds	Low German	0.220	Medium
eus	Basque	nep	Nepali	0.697	High
eus	Basque	nld	Dutch	3.138	High
eus	Basque	nno	Norwegian Nynorsk	2.544	High
eus	Basque	nob	Norwegian Bokmål	2.353	High
eus	Basque	nog	Nogai	0.092	Medium
eus	Basque	nso	Pedi	0.306	High
eus	Basque	oci	Occitan	2.804	High
eus	Basque	ori	Oriya	0.853	High
eus	Basque	oss	Ossetian	0.519	Medium
eus	Basque	pag	Pangasinan	0.260	Low
eus	Basque	pam	Pampanga	0.366	Low
eus	Basque	pan	Panjabi	0.809	High
eus	Basque	pap	Papiamento	1.918	Medium
eus	Basque	pdc	Pennsylvania German	0.143	Low
eus	Basque	pih	Pitcairn-Norfolk	0.272	Low
eus	Basque	pjt	Pitjantjatjara	0.048	Medium
eus	Basque	pli	Pali	0.101	Low
eus	Basque	pms	Piemontese	0.626	Medium
eus	Basque	pnb	Western Panjabi	0.159	Low
eus	Basque	pol	Polish	2.477	High
eus	Basque	por	Portuguese	6.199	High
eus	Basque	rgn	Romagnol	0.639	Low
eus	Basque	rhg	Rohingya	0.263	Medium
eus	Basque	roh	Romansh	1.496	Medium
eus	Basque	ron	Romanian	4.097	High
eus	Basque	rue	Rusyn	0.189	Low
eus	Basque	rup	Macedo-Romanian	0.887	Medium
eus	Basque	rus	Russian	1.946	High
eus	Basque	sah	Yakut	0.316	Medium
eus	Basque	san	Sanskrit	0.121	High
eus	Basque	scn	Sicilian	1.995	Medium
eus	Basque	sco	Scots	1.046	Medium
eus	Basque	sdc	Sassarese Sardinian	0.379	Medium
eus	Basque	sdn	Gallurese Sardinian	0.068	Low
eus	Basque	sgs	Samogitian	0.671	Low
eus	Basque	sin	Sinhala	0.293	Medium
eus	Basque	slk	Slovak	2.330	High
eus	Basque	slv	Slovenian	2.681	High
eus	Basque	sme	Northern Sami	0.518	Medium
eus	Basque	smn	Inari Sami	0.180	Low
eus	Basque	sms	Skolt Sami	0.426	Medium
eus	Basque	snd	Sindhi	0.050	Low
eus	Basque	som	Somali	0.273	Low
eus	Basque	sot	Southern Sotho	0.859	Medium
eus	Basque	spa	Spanish	5.873	High
eus	Basque	sqi	Albanian	3.576	High
eus	Basque	src	Logudorese Sardinian	0.466	Medium
eus	Basque	srn	Sranan Tongo	0.224	Low
eus	Basque	sro	Campidanese Sardinian	0.547	Medium
eus	Basque	ssw	Swati	0.096	Low
eus	Basque	stq	Saterfriesisch	0.585	Low
eus	Basque	sun	Sundanese	0.732	Low
eus	Basque	swe	Swedish	2.582	High
eus	Basque	szl	Silesian	0.162	Low
eus	Basque	tah	Tahitian	0.136	Low
eus	Basque	tam	Tamil	0.289	High
eus	Basque	tat	Tatar	0.578	Medium
eus	Basque	tel	Telugu	0.274	High
eus	Basque	tet	Tetum	0.321	Low
eus	Basque	tgk	Tajik	0.848	Medium
eus	Basque	tgl	Tagalog	2.179	Medium
eus	Basque	tha	Thai	0.361	High
eus	Basque	tir	Tigrinya	0.087	Medium
eus	Basque	ton	Tonga	0.086	Low
eus	Basque	tpi	Tok Pisin	0.510	Medium
eus	Basque	tsn	Tswana	0.449	High
eus	Basque	tuk	Turkmen	0.771	Medium
eus	Basque	tur	Turkish	1.654	High
eus	Basque	tyv	Tuvinian	0.096	Medium
eus	Basque	udi	Udi	0.151	Low
eus	Basque	udm	Udmurt	0.226	Low
eus	Basque	uig	Uighur	0.135	Medium
eus	Basque	ukr	Ukrainian	1.508	High
eus	Basque	urd	Urdu	0.551	High
eus	Basque	vec	Venetian	0.657	Medium
eus	Basque	ven	Venda	0.023	Medium
eus	Basque	vep	Veps	0.175	Low
eus	Basque	vie	Vietnamese	0.389	High
eus	Basque	vls	Vlaams	0.659	Low
eus	Basque	vot	Votic	0.054	Medium
eus	Basque	vro	Võro	0.165	Low
eus	Basque	war	Waray	0.420	Low
eus	Basque	wln	Walloon	0.697	Medium
eus	Basque	wol	Wolof	0.316	Low
eus	Basque	wym	Wymysorys	0.071	Low
eus	Basque	xal	Kalmyk	0.214	Low
eus	Basque	xho	Xhosa	0.228	High
eus	Basque	xmf	Mingrelian	0.177	Low
eus	Basque	yor	Yoruba	0.263	Medium
eus	Basque	yua	Yucateco	0.079	Low
eus	Basque	zsm	Standard Malay	1.237	High
eus	Basque	zul	Zulu	0.275	High
evn	Evenki	fao	Faroese	0.278	Low
evn	Evenki	fas	Persian	0.281	Low
evn	Evenki	fin	Finnish	0.186	Low
evn	Evenki	fra	French	0.246	Low
evn	Evenki	frr	Northern Frisian	2.396	Low
evn	Evenki	fry	Western Frisian	0.342	Low
evn	Evenki	fur	Friulian	1.375	Low
evn	Evenki	gag	Gagauz	2.671	Low
evn	Evenki	gan	Gan Chinese	2.953	Low
evn	Evenki	gla	Scottish Gaelic	0.192	Low
evn	Evenki	gld	Nanai	9.281	Low
evn	Evenki	gle	Irish	0.199	Low
evn	Evenki	glg	Galician	0.257	Low
evn	Evenki	glv	Manx	0.241	Low
evn	Evenki	guj	Gujarati	0.117	Low
evn	Evenki	hak	Hakka Chinese	0.946	Low
evn	Evenki	hat	Haitian	0.855	Low
evn	Evenki	haw	Hawaiian	0.595	Low
evn	Evenki	heb	Hebrew	0.168	Low
evn	Evenki	hin	Hindi	0.106	Low
evn	Evenki	hrv	Croatian	0.339	Low
evn	Evenki	hsb	Upper Sorbian	0.589	Low
evn	Evenki	hun	Hungarian	0.185	Low
evn	Evenki	hye	Armenian	0.407	Low
evn	Evenki	ind	Indonesian	0.109	Low
evn	Evenki	isl	Icelandic	0.126	Low
evn	Evenki	ita	Italian	0.207	Low
evn	Evenki	jav	Javanese	0.989	Low
evn	Evenki	jpn	Japanese	0.134	Low
evn	Evenki	kan	Kannada	0.120	Low
evn	Evenki	kas	Kashmiri	0.191	Low
evn	Evenki	kat	Georgian	0.209	Low
evn	Evenki	kaz	Kazakh	1.174	Low
evn	Evenki	ket	Ket	0.989	Low
evn	Evenki	khm	Khmer	0.300	Low
evn	Evenki	kir	Kirghiz	1.662	Low
evn	Evenki	kjh	Khakas	4.886	Low
evn	Evenki	kmr	Northern Kurdish	1.101	Low
evn	Evenki	koi	Komi-Permyak	10.402	Low
evn	Evenki	kok	Konkani	0.165	Low
evn	Evenki	kor	Korean	0.241	Low
evn	Evenki	kum	Kumyk	3.086	Low
evn	Evenki	lat	Latin	0.348	Low
evn	Evenki	lez	Lezghian	4.950	Low
evn	Evenki	lim	Limburgan	1.624	Low
evn	Evenki	lin	Lingala	1.201	Low
evn	Evenki	lit	Lithuanian	0.328	Low
evn	Evenki	lmo	Lombard	3.231	Low
evn	Evenki	ltg	Latgalian	0.424	Low
evn	Evenki	ltz	Luxembourgish	0.367	Low
evn	Evenki	mal	Malayalam	0.135	Low
evn	Evenki	mar	Marathi	0.214	Low
evn	Evenki	mdf	Moksha	1.425	Low
evn	Evenki	mel	Central Melanau	1.977	Low
evn	Evenki	mhr	Eastern Mari	2.079	Low
evn	Evenki	mkd	Macedonian	1.163	Low
evn	Evenki	mlt	Maltese	1.336	Low
evn	Evenki	mnc	Manchu	4.784	Low
evn	Evenki	mni	Manipuri	0.218	Low
evn	Evenki	mon	Mongolian	0.946	Low
evn	Evenki	msa	Malay	0.056	Low
evn	Evenki	myv	Erzya	2.623	Low
evn	Evenki	nan	Min Nan Chinese	0.696	Low
evn	Evenki	nds	Low German	0.604	Low
evn	Evenki	nep	Nepali	0.179	Low
evn	Evenki	nld	Dutch	0.178	Low
evn	Evenki	nno	Norwegian Nynorsk	0.198	Low
evn	Evenki	nob	Norwegian Bokmål	0.156	Low
evn	Evenki	nog	Nogai	3.076	Low
evn	Evenki	oci	Occitan	0.536	Low
evn	Evenki	ori	Oriya	0.152	Low
evn	Evenki	oss	Ossetian	2.894	Low
evn	Evenki	pap	Papiamento	0.549	Low
evn	Evenki	pol	Polish	0.257	Low
evn	Evenki	por	Portuguese	0.189	Low
evn	Evenki	roh	Romansh	0.329	Low
evn	Evenki	ron	Romanian	0.179	Low
evn	Evenki	rue	Rusyn	7.568	Low
evn	Evenki	rup	Macedo-Romanian	0.484	Low
evn	Evenki	rus	Russian	0.595	Low
evn	Evenki	sah	Yakut	3.140	Low
evn	Evenki	sce	Dongxiang	7.594	Low
evn	Evenki	scn	Sicilian	1.323	Low
evn	Evenki	sco	Scots	0.545	Low
evn	Evenki	sgs	Samogitian	2.907	Low
evn	Evenki	slk	Slovak	0.199	Low
evn	Evenki	slv	Slovenian	0.268	Low
evn	Evenki	sot	Southern Sotho	0.851	Low
evn	Evenki	spa	Spanish	0.172	Low
evn	Evenki	sqi	Albanian	0.808	Low
evn	Evenki	stq	Saterfriesisch	1.532	Low
evn	Evenki	swe	Swedish	0.151	Low
evn	Evenki	tam	Tamil	0.136	Low
evn	Evenki	tat	Tatar	0.953	Low
evn	Evenki	tel	Telugu	0.113	Low
evn	Evenki	tgk	Tajik	1.548	Low
evn	Evenki	tgl	Tagalog	0.628	Low
evn	Evenki	tha	Thai	0.079	Low
evn	Evenki	tuk	Turkmen	0.752	Low
evn	Evenki	tur	Turkish	0.478	Low
evn	Evenki	tyv	Tuvinian	3.514	Low
evn	Evenki	udm	Udmurt	5.175	Low
evn	Evenki	ukr	Ukrainian	1.024	Low
evn	Evenki	urd	Urdu	0.123	Low
evn	Evenki	vec	Venetian	1.395	Low
evn	Evenki	vep	Veps	2.455	Low
evn	Evenki	vie	Vietnamese	0.165	Low
evn	Evenki	wln	Walloon	1.254	Low
evn	Evenki	wuu	Wu Chinese	1.413	Low
evn	Evenki	xal	Kalmyk	5.914	Low
evn	Evenki	yue	Yue Chinese	0.424	Low
evn	Evenki	zho	Chinese	0.131	Low
evn	Evenki	zsm	Standard Malay	0.179	Low
ewe	Ewe	fao	Faroese	0.784	Low
ewe	Ewe	fin	Finnish	0.273	Low
ewe	Ewe	fra	French	0.133	Low
ewe	Ewe	fry	Western Frisian	0.433	Low
ewe	Ewe	fur	Friulian	0.512	Low
ewe	Ewe	gla	Scottish Gaelic	0.397	Low
ewe	Ewe	gle	Irish	0.407	Low
ewe	Ewe	glg	Galician	0.191	Low
ewe	Ewe	glv	Manx	0.274	Low
ewe	Ewe	grc	Ancient Greek	0.358	Low
ewe	Ewe	guj	Gujarati	0.520	Low
ewe	Ewe	haw	Hawaiian	0.212	Low
ewe	Ewe	heb	Hebrew	0.180	Low
ewe	Ewe	hil	Hiligaynon	0.319	Low
ewe	Ewe	hin	Hindi	0.389	Low
ewe	Ewe	hrv	Croatian	0.136	Low
ewe	Ewe	hun	Hungarian	0.392	Low
ewe	Ewe	hye	Armenian	0.113	Low
ewe	Ewe	ind	Indonesian	0.121	Low
ewe	Ewe	isl	Icelandic	0.204	Low
ewe	Ewe	ita	Italian	0.172	Low
ewe	Ewe	jam	Jamaican Creole English	1.799	Low
ewe	Ewe	jpn	Japanese	0.148	Low
ewe	Ewe	kal	Kalaallisut	0.437	Low
ewe	Ewe	kan	Kannada	0.227	Low
ewe	Ewe	kas	Kashmiri	0.239	Low
ewe	Ewe	kat	Georgian	0.384	Low
ewe	Ewe	ket	Ket	0.589	Low
ewe	Ewe	khm	Khmer	0.179	Low
ewe	Ewe	kok	Konkani	0.236	Low
ewe	Ewe	ksh	Kölsch	0.777	Low
ewe	Ewe	kum	Kumyk	0.344	Low
ewe	Ewe	lat	Latin	0.261	Low
ewe	Ewe	lbe	Lak	1.343	Low
ewe	Ewe	lim	Limburgan	0.544	Low
ewe	Ewe	lit	Lithuanian	0.205	Low
ewe	Ewe	ltz	Luxembourgish	0.505	Low
ewe	Ewe	luo	Luo	0.525	Low
ewe	Ewe	lus	Lushai	0.256	Low
ewe	Ewe	lzz	Laz	0.790	Low
ewe	Ewe	mal	Malayalam	0.436	Low
ewe	Ewe	mar	Marathi	0.096	Low
ewe	Ewe	mkd	Macedonian	0.212	Low
ewe	Ewe	mlt	Maltese	0.179	Low
ewe	Ewe	mni	Manipuri	0.287	Low
ewe	Ewe	mri	Maori	0.173	Low
ewe	Ewe	msa	Malay	0.134	Low
ewe	Ewe	mwl	Mirandese	0.587	Low
ewe	Ewe	mya	Burmese	0.315	Low
ewe	Ewe	nap	Neapolitan	0.348	Low
ewe	Ewe	nav	Navajo	0.176	Low
ewe	Ewe	nds	Low German	1.026	Low
ewe	Ewe	nep	Nepali	0.422	Low
ewe	Ewe	nld	Dutch	0.198	Low
